"date","country","value"
2017-04-01,"TH",1679
2017-04-02,"TH",1554
2017-04-03,"TH",1554
2017-04-04,"TH",1681
2017-04-05,"TH",1681
2017-04-06,"TH",1681
2017-04-07,"TH",1681
2017-04-08,"TH",1681
2017-04-09,"TH",1622
2017-04-10,"TH",1715
2017-04-11,"TH",1715
2017-04-12,"TH",1771
2017-04-13,"TH",1705
2017-04-14,"TH",1610
2017-04-15,"TH",1610
2017-04-16,"TH",1610
2017-04-17,"TH",1563
2017-04-18,"TH",1523
2017-04-19,"TH",1478
2017-04-20,"TH",1526
2017-04-21,"TH",1454
2017-04-22,"TH",1553
2017-04-23,"TH",1553
2017-04-24,"TH",1553
2017-04-25,"TH",1666
2017-04-26,"TH",1725
2017-04-27,"TH",1725
2017-04-28,"TH",1838
2017-04-29,"TH",1838
2017-04-30,"TH",1799
2017-05-01,"TH",1752
2017-05-02,"TH",1785
2017-05-03,"TH",1785
2017-05-04,"TH",1712
2017-05-05,"TH",1852
2017-05-06,"TH",1852
2017-05-07,"TH",1852
2017-05-08,"TH",1960
2017-05-09,"TH",2047
2017-05-10,"TH",2161
2017-05-11,"TH",2161
2017-05-12,"TH",2282
2017-05-13,"TH",2282
2017-05-14,"TH",2168
2017-05-15,"TH",2269
2017-05-16,"TH",2132
2017-05-17,"TH",2258
2017-05-18,"TH",2117
2017-05-19,"TH",2117
2017-05-20,"TH",2166
2017-05-21,"TH",2069
2017-05-22,"TH",1965
2017-05-23,"TH",1965
2017-05-24,"TH",1881
2017-05-25,"TH",1988
2017-05-26,"TH",1988
2017-05-27,"TH",2098
2017-05-28,"TH",2040
2017-05-29,"TH",2087
2017-05-30,"TH",2165
2017-05-31,"TH",2283
2017-06-01,"TH",2283
2017-06-02,"TH",2351
2017-06-03,"TH",2485
2017-06-04,"TH",2377
2017-06-05,"TH",2315
2017-06-06,"TH",2315
2017-06-07,"TH",2315
2017-06-08,"TH",2315
2017-06-09,"TH",2361
2017-06-10,"TH",2361
2017-06-11,"TH",2361
2017-06-12,"TH",2228
2017-06-13,"TH",2228
2017-06-14,"TH",2131
2017-06-15,"TH",2039
2017-06-16,"TH",2143
2017-06-17,"TH",2288
2017-06-18,"TH",2288
2017-06-19,"TH",2364
2017-06-20,"TH",2434
2017-06-21,"TH",2549
2017-06-22,"TH",2497
2017-06-23,"TH",2623
2017-06-24,"TH",2542
2017-06-25,"TH",2577
2017-06-26,"TH",2482
2017-06-27,"TH",2482
2017-06-28,"TH",2512
2017-06-29,"TH",2578
2017-06-30,"TH",2578
2017-07-01,"TH",2578
2017-07-02,"TH",2546
2017-07-03,"TH",2603
2017-07-04,"TH",2659
2017-07-05,"TH",2659
2017-07-06,"TH",2571
2017-07-07,"TH",2522
2017-07-08,"TH",2572
2017-07-09,"TH",2619
2017-07-10,"TH",2619
2017-07-11,"TH",2619
2017-07-12,"TH",2619
2017-07-13,"TH",2619
2017-07-14,"TH",2619
2017-07-15,"TH",2619
2017-07-16,"TH",2672
2017-07-17,"TH",2711
2017-07-18,"TH",2574
2017-07-19,"TH",2574
2017-07-20,"TH",2490
2017-07-21,"TH",2490
2017-07-22,"TH",2490
2017-07-23,"TH",2585
2017-07-24,"TH",2479
2017-07-25,"TH",2479
2017-07-26,"TH",2349
2017-07-27,"TH",2349
2017-07-28,"TH",2239
2017-07-29,"TH",2147
2017-07-30,"TH",2061
2017-07-31,"TH",2184
2017-08-01,"TH",2184
2017-08-02,"TH",2184
2017-08-03,"TH",2184
2017-08-04,"TH",2041
2017-08-05,"TH",1919
2017-08-06,"TH",1951
2017-08-07,"TH",1889
2017-08-08,"TH",1822
2017-08-09,"TH",1822
2017-08-10,"TH",1866
2017-08-11,"TH",1836
2017-08-12,"TH",1768
2017-08-13,"TH",1768
2017-08-14,"TH",1768
2017-08-15,"TH",1768
2017-08-16,"TH",1710
2017-08-17,"TH",1764
2017-08-18,"TH",1799
2017-08-19,"TH",1745
2017-08-20,"TH",1859
2017-08-21,"TH",1859
2017-08-22,"TH",1859
2017-08-23,"TH",1742
2017-08-24,"TH",1653
2017-08-25,"TH",1653
2017-08-26,"TH",1768
2017-08-27,"TH",1731
2017-08-28,"TH",1854
2017-08-29,"TH",1957
2017-08-30,"TH",1990
2017-08-31,"TH",1990
2017-09-01,"TH",1990
2017-09-02,"TH",1990
2017-09-03,"TH",2090
2017-09-04,"TH",2197
2017-09-05,"TH",2197
2017-09-06,"TH",2266
2017-09-07,"TH",2266
2017-09-08,"TH",2266
2017-09-09,"TH",2360
2017-09-10,"TH",2240
2017-09-11,"TH",2165
2017-09-12,"TH",2111
2017-09-13,"TH",2111
2017-09-14,"TH",2111
2017-09-15,"TH",2015
2017-09-16,"TH",1971
2017-09-17,"TH",2075
2017-09-18,"TH",1992
2017-09-19,"TH",1924
2017-09-20,"TH",1841
2017-09-21,"TH",1841
2017-09-22,"TH",1759
2017-09-23,"TH",1892
2017-09-24,"TH",1999
2017-09-25,"TH",2084
2017-09-26,"TH",2177
2017-09-27,"TH",2116
2017-09-28,"TH",1998
2017-09-29,"TH",2050
2017-09-30,"TH",1921
2017-10-01,"TH",1921
2017-10-02,"TH",1966
2017-10-03,"TH",1966
2017-10-04,"TH",1908
2017-10-05,"TH",1995
2017-10-06,"TH",1922
2017-10-07,"TH",2021
2017-10-08,"TH",2092
2017-10-09,"TH",2092
2017-10-10,"TH",2092
2017-10-11,"TH",2092
2017-10-12,"TH",2133
2017-10-13,"TH",2268
2017-10-14,"TH",2364
2017-10-15,"TH",2407
2017-10-16,"TH",2292
2017-10-17,"TH",2200
2017-10-18,"TH",2200
2017-10-19,"TH",2074
2017-10-20,"TH",1986
2017-10-21,"TH",1986
2017-10-22,"TH",1857
2017-10-23,"TH",1987
2017-10-24,"TH",1987
2017-10-25,"TH",1987
2017-10-26,"TH",1885
2017-10-27,"TH",1885
2017-10-28,"TH",1986
2017-10-29,"TH",2021
2017-10-30,"TH",2064
2017-10-31,"TH",2064
2017-11-01,"TH",2129
2017-11-02,"TH",2069
2017-11-03,"TH",2161
2017-11-04,"TH",2222
2017-11-05,"TH",2222
2017-11-06,"TH",2348
2017-11-07,"TH",2492
2017-11-08,"TH",2550
2017-11-09,"TH",2444
2017-11-10,"TH",2390
2017-11-11,"TH",2353
2017-11-12,"TH",2353
2017-11-13,"TH",2423
2017-11-14,"TH",2423
2017-11-15,"TH",2517
2017-11-16,"TH",2659
2017-11-17,"TH",2802
2017-11-18,"TH",2685
2017-11-19,"TH",2648
2017-11-20,"TH",2682
2017-11-21,"TH",2682
2017-11-22,"TH",2609
2017-11-23,"TH",2700
2017-11-24,"TH",2700
2017-11-25,"TH",2650
2017-11-26,"TH",2650
2017-11-27,"TH",2650
2017-11-28,"TH",2758
2017-11-29,"TH",2758
2017-11-30,"TH",2703
2017-12-01,"TH",2824
2017-12-02,"TH",2874
2017-12-03,"TH",2874
2017-12-04,"TH",3002
2017-12-05,"TH",2868
2017-12-06,"TH",2751
2017-12-07,"TH",2658
2017-12-08,"TH",2770
2017-12-09,"TH",2886
2017-12-10,"TH",2981
2017-12-11,"TH",2914
2017-12-12,"TH",3007
2017-12-13,"TH",3007
2017-12-14,"TH",2884
2017-12-15,"TH",2884
2017-12-16,"TH",2884
2017-12-17,"TH",2960
2017-12-18,"TH",2821
2017-12-19,"TH",2697
2017-12-20,"TH",2796
2017-12-21,"TH",2846
2017-12-22,"TH",2846
2017-12-23,"TH",2763
2017-12-24,"TH",2643
2017-12-25,"TH",2643
2017-12-26,"TH",2643
2017-12-27,"TH",2766
2017-12-28,"TH",2894
2017-12-29,"TH",2964
2017-12-30,"TH",2924
2017-12-31,"TH",2924
2018-01-01,"TH",2924
2018-01-02,"TH",2832
2018-01-03,"TH",2742
2018-01-04,"TH",2825
2018-01-05,"TH",2726
2018-01-06,"TH",2726
2018-01-07,"TH",2668
2018-01-08,"TH",2668
2018-01-09,"TH",2531
2018-01-10,"TH",2531
2018-01-11,"TH",2531
2018-01-12,"TH",2531
2018-01-13,"TH",2389
2018-01-14,"TH",2389
2018-01-15,"TH",2489
2018-01-16,"TH",2489
2018-01-17,"TH",2430
2018-01-18,"TH",2550
2018-01-19,"TH",2550
2018-01-20,"TH",2482
2018-01-21,"TH",2375
2018-01-22,"TH",2260
2018-01-23,"TH",2185
2018-01-24,"TH",2104
2018-01-25,"TH",2240
2018-01-26,"TH",2359
2018-01-27,"TH",2455
2018-01-28,"TH",2455
2018-01-29,"TH",2455
2018-01-30,"TH",2455
2018-01-31,"TH",2325
2018-02-01,"TH",2325
2018-02-02,"TH",2360
2018-02-03,"TH",2459
2018-02-04,"TH",2459
2018-02-05,"TH",2459
2018-02-06,"TH",2327
2018-02-07,"TH",2438
2018-02-08,"TH",2438
2018-02-09,"TH",2552
2018-02-10,"TH",2616
2018-02-11,"TH",2552
2018-02-12,"TH",2516
2018-02-13,"TH",2618
2018-02-14,"TH",2576
2018-02-15,"TH",2527
2018-02-16,"TH",2452
2018-02-17,"TH",2546
2018-02-18,"TH",2435
2018-02-19,"TH",2316
2018-02-20,"TH",2351
2018-02-21,"TH",2406
2018-02-22,"TH",2406
2018-02-23,"TH",2406
2018-02-24,"TH",2406
2018-02-25,"TH",2284
2018-02-26,"TH",2284
2018-02-27,"TH",2153
2018-02-28,"TH",2062
2018-03-01,"TH",2062
2018-03-02,"TH",2062
2018-03-03,"TH",2062
2018-03-04,"TH",2103
2018-03-05,"TH",2025
2018-03-06,"TH",2025
2018-03-07,"TH",2025
2018-03-08,"TH",2156
2018-03-09,"TH",2247
2018-03-10,"TH",2384
2018-03-11,"TH",2384
2018-03-12,"TH",2453
2018-03-13,"TH",2410
2018-03-14,"TH",2313
2018-03-15,"TH",2228
2018-03-16,"TH",2228
2018-03-17,"TH",2139
2018-03-18,"TH",2075
2018-03-19,"TH",2016
2018-03-20,"TH",2155
2018-03-21,"TH",2246
2018-03-22,"TH",2141
2018-03-23,"TH",2141
2018-03-24,"TH",2219
2018-03-25,"TH",2165
2018-03-26,"TH",2270
2018-03-27,"TH",2329
2018-03-28,"TH",2329
2018-03-29,"TH",2397
2018-03-30,"TH",2428
2018-03-31,"TH",2474
2018-04-01,"TH",2531
2018-04-02,"TH",2531
2018-04-03,"TH",2391
2018-04-04,"TH",2495
2018-04-05,"TH",2608
2018-04-06,"TH",2577
2018-04-07,"TH",2542
2018-04-08,"TH",2542
2018-04-09,"TH",2542
2018-04-10,"TH",2477
2018-04-11,"TH",2333
2018-04-12,"TH",2263
2018-04-13,"TH",2372
2018-04-14,"TH",2372
2018-04-15,"TH",2457
2018-04-16,"TH",2457
2018-04-17,"TH",2313
2018-04-18,"TH",2368
2018-04-19,"TH",2296
2018-04-20,"TH",2296
2018-04-21,"TH",2244
2018-04-22,"TH",2105
2018-04-23,"TH",2187
2018-04-24,"TH",2187
2018-04-25,"TH",2187
2018-04-26,"TH",2187
2018-04-27,"TH",2114
2018-04-28,"TH",2114
2018-04-29,"TH",2114
2018-04-30,"TH",2171
2018-05-01,"TH",2171
2018-05-02,"TH",2171
2018-05-03,"TH",2205
2018-05-04,"TH",2132
2018-05-05,"TH",2132
2018-05-06,"TH",2132
2018-05-07,"TH",2132
2018-05-08,"TH",2132
2018-05-09,"TH",2132
2018-05-10,"TH",2054
2018-05-11,"TH",2054
2018-05-12,"TH",2054
2018-05-13,"TH",2054
2018-05-14,"TH",2188
2018-05-15,"TH",2050
2018-05-16,"TH",2050
2018-05-17,"TH",2050
2018-05-18,"TH",2050
2018-05-19,"TH",2050
2018-05-20,"TH",2154
2018-05-21,"TH",2268
2018-05-22,"TH",2268
2018-05-23,"TH",2139
2018-05-24,"TH",2037
2018-05-25,"TH",2106
2018-05-26,"TH",2199
2018-05-27,"TH",2115
2018-05-28,"TH",2115
2018-05-29,"TH",2115
2018-05-30,"TH",2010
2018-05-31,"TH",1884
2018-06-01,"TH",1884
2018-06-02,"TH",1884
2018-06-03,"TH",1995
2018-06-04,"TH",2128
2018-06-05,"TH",2083
2018-06-06,"TH",2001
2018-06-07,"TH",2040
2018-06-08,"TH",2114
2018-06-09,"TH",2024
2018-06-10,"TH",2024
2018-06-11,"TH",2077
2018-06-12,"TH",2077
2018-06-13,"TH",2155
2018-06-14,"TH",2095
2018-06-15,"TH",1992
2018-06-16,"TH",2108
2018-06-17,"TH",2000
2018-06-18,"TH",2000
2018-06-19,"TH",2000
2018-06-20,"TH",2120
2018-06-21,"TH",2023
2018-06-22,"TH",1897
2018-06-23,"TH",1795
2018-06-24,"TH",1795
2018-06-25,"TH",1866
2018-06-26,"TH",1866
2018-06-27,"TH",1918
2018-06-28,"TH",2056
2018-06-29,"TH",2056
2018-06-30,"TH",2014
2018-07-01,"TH",2131
2018-07-02,"TH",2236
2018-07-03,"TH",2109
2018-07-04,"TH",2192
2018-07-05,"TH",2050
2018-07-06,"TH",2108
2018-07-07,"TH",2108
2018-07-08,"TH",1971
2018-07-09,"TH",1971
2018-07-10,"TH",2086
2018-07-11,"TH",2169
2018-07-12,"TH",2295
2018-07-13,"TH",2168
2018-07-14,"TH",2061
2018-07-15,"TH",1933
2018-07-16,"TH",2005
2018-07-17,"TH",1884
2018-07-18,"TH",1792
2018-07-19,"TH",1881
2018-07-20,"TH",1967
2018-07-21,"TH",2039
2018-07-22,"TH",2039
2018-07-23,"TH",2094
2018-07-24,"TH",1951
2018-07-25,"TH",1868
2018-07-26,"TH",1755
2018-07-27,"TH",1755
2018-07-28,"TH",1821
2018-07-29,"TH",1821
2018-07-30,"TH",1754
2018-07-31,"TH",1617
2018-08-01,"TH",1730
2018-08-02,"TH",1730
2018-08-03,"TH",1648
2018-08-04,"TH",1648
2018-08-05,"TH",1648
2018-08-06,"TH",1775
2018-08-07,"TH",1735
2018-08-08,"TH",1735
2018-08-09,"TH",1735
2018-08-10,"TH",1629
2018-08-11,"TH",1698
2018-08-12,"TH",1698
2018-08-13,"TH",1662
2018-08-14,"TH",1622
2018-08-15,"TH",1496
2018-08-16,"TH",1433
2018-08-17,"TH",1549
2018-08-18,"TH",1444
2018-08-19,"TH",1444
2018-08-20,"TH",1444
2018-08-21,"TH",1514
2018-08-22,"TH",1514
2018-08-23,"TH",1605
2018-08-24,"TH",1542
2018-08-25,"TH",1579
2018-08-26,"TH",1579
2018-08-27,"TH",1579
2018-08-28,"TH",1579
2018-08-29,"TH",1667
2018-08-30,"TH",1667
2018-08-31,"TH",1667
2018-09-01,"TH",1667
2018-09-02,"TH",1602
2018-09-03,"TH",1602
2018-09-04,"TH",1700
2018-09-05,"TH",1700
2018-09-06,"TH",1580
2018-09-07,"TH",1580
2018-09-08,"TH",1580
2018-09-09,"TH",1534
2018-09-10,"TH",1462
2018-09-11,"TH",1462
2018-09-12,"TH",1390
2018-09-13,"TH",1497
2018-09-14,"TH",1497
2018-09-15,"TH",1393
2018-09-16,"TH",1531
2018-09-17,"TH",1531
2018-09-18,"TH",1531
2018-09-19,"TH",1388
2018-09-20,"TH",1460
2018-09-21,"TH",1366
2018-09-22,"TH",1276
2018-09-23,"TH",1309
2018-09-24,"TH",1309
2018-09-25,"TH",1433
2018-09-26,"TH",1542
2018-09-27,"TH",1648
2018-09-28,"TH",1648
2018-09-29,"TH",1648
2018-09-30,"TH",1718
2018-10-01,"TH",1718
2018-10-02,"TH",1763
2018-10-03,"TH",1875
2018-10-04,"TH",1768
2018-10-05,"TH",1667
2018-10-06,"TH",1667
2018-10-07,"TH",1772
2018-10-08,"TH",1832
2018-10-09,"TH",1832
2018-10-10,"TH",1832
2018-10-11,"TH",1942
2018-10-12,"TH",1871
2018-10-13,"TH",1871
2018-10-14,"TH",1943
2018-10-15,"TH",2022
2018-10-16,"TH",2022
2018-10-17,"TH",2094
2018-10-18,"TH",2094
2018-10-19,"TH",2144
2018-10-20,"TH",2144
2018-10-21,"TH",2144
2018-10-22,"TH",2245
2018-10-23,"TH",2338
2018-10-24,"TH",2338
2018-10-25,"TH",2207
2018-10-26,"TH",2207
2018-10-27,"TH",2342
2018-10-28,"TH",2237
2018-10-29,"TH",2152
2018-10-30,"TH",2115
2018-10-31,"TH",2054
2018-11-01,"TH",2092
2018-11-02,"TH",2203
2018-11-03,"TH",2203
2018-11-04,"TH",2203
2018-11-05,"TH",2142
2018-11-06,"TH",2107
2018-11-07,"TH",1965
2018-11-08,"TH",1824
2018-11-09,"TH",1824
2018-11-10,"TH",1781
2018-11-11,"TH",1711
2018-11-12,"TH",1642
2018-11-13,"TH",1642
2018-11-14,"TH",1505
2018-11-15,"TH",1626
2018-11-16,"TH",1626
2018-11-17,"TH",1626
2018-11-18,"TH",1771
2018-11-19,"TH",1771
2018-11-20,"TH",1771
2018-11-21,"TH",1806
2018-11-22,"TH",1806
2018-11-23,"TH",1843
2018-11-24,"TH",1749
2018-11-25,"TH",1749
2018-11-26,"TH",1749
2018-11-27,"TH",1749
2018-11-28,"TH",1867
2018-11-29,"TH",1965
2018-11-30,"TH",1965
2018-12-01,"TH",2097
2018-12-02,"TH",2027
2018-12-03,"TH",2027
2018-12-04,"TH",1926
2018-12-05,"TH",1926
2018-12-06,"TH",1816
2018-12-07,"TH",1771
2018-12-08,"TH",1885
2018-12-09,"TH",1983
2018-12-10,"TH",2045
2018-12-11,"TH",1987
2018-12-12,"TH",2045
2018-12-13,"TH",2010
2018-12-14,"TH",2010
2018-12-15,"TH",2053
2018-12-16,"TH",2085
2018-12-17,"TH",2212
2018-12-18,"TH",2212
2018-12-19,"TH",2245
2018-12-20,"TH",2245
2018-12-21,"TH",2127
2018-12-22,"TH",2127
2018-12-23,"TH",2173
2018-12-24,"TH",2306
2018-12-25,"TH",2306
2018-12-26,"TH",2306
2018-12-27,"TH",2306
2018-12-28,"TH",2306
2018-12-29,"TH",2306
2018-12-30,"TH",2391
2018-12-31,"TH",2430
2019-01-01,"TH",2471
2019-01-02,"TH",2336
2019-01-03,"TH",2423
2019-01-04,"TH",2546
2019-01-05,"TH",2674
2019-01-06,"TH",2798
2019-01-07,"TH",2690
2019-01-08,"TH",2752
2019-01-09,"TH",2752
2019-01-10,"TH",2855
2019-01-11,"TH",2929
2019-01-12,"TH",2838
2019-01-13,"TH",2916
2019-01-14,"TH",3028
2019-01-15,"TH",2926
2019-01-16,"TH",3007
2019-01-17,"TH",2964
2019-01-18,"TH",3088
2019-01-19,"TH",2990
2019-01-20,"TH",2990
2019-01-21,"TH",2990
2019-01-22,"TH",2848
2019-01-23,"TH",2848
2019-01-24,"TH",2961
2019-01-25,"TH",3034
2019-01-26,"TH",3034
2019-01-27,"TH",3100
2019-01-28,"TH",3240
2019-01-29,"TH",3178
2019-01-30,"TH",3258
2019-01-31,"TH",3377
2019-02-01,"TH",3269
2019-02-02,"TH",3161
2019-02-03,"TH",3161
2019-02-04,"TH",3161
2019-02-05,"TH",3123
2019-02-06,"TH",3010
2019-02-07,"TH",3061
2019-02-08,"TH",3061
2019-02-09,"TH",3156
2019-02-10,"TH",3156
2019-02-11,"TH",3156
2019-02-12,"TH",3270
2019-02-13,"TH",3270
2019-02-14,"TH",3165
2019-02-15,"TH",3165
2019-02-16,"TH",3165
2019-02-17,"TH",3165
2019-02-18,"TH",3129
2019-02-19,"TH",3129
2019-02-20,"TH",2995
2019-02-21,"TH",2995
2019-02-22,"TH",2995
2019-02-23,"TH",3079
2019-02-24,"TH",3030
2019-02-25,"TH",2968
2019-02-26,"TH",3004
2019-02-27,"TH",3004
2019-02-28,"TH",2909
2019-03-01,"TH",2800
2019-03-02,"TH",2686
2019-03-03,"TH",2686
2019-03-04,"TH",2616
2019-03-05,"TH",2586
2019-03-06,"TH",2702
2019-03-07,"TH",2844
2019-03-08,"TH",2844
2019-03-09,"TH",2892
2019-03-10,"TH",2750
2019-03-11,"TH",2750
2019-03-12,"TH",2750
2019-03-13,"TH",2750
2019-03-14,"TH",2695
2019-03-15,"TH",2761
2019-03-16,"TH",2761
2019-03-17,"TH",2638
2019-03-18,"TH",2756
2019-03-19,"TH",2677
2019-03-20,"TH",2787
2019-03-21,"TH",2787
2019-03-22,"TH",2787
2019-03-23,"TH",2652
2019-03-24,"TH",2769
2019-03-25,"TH",2769
2019-03-26,"TH",2724
2019-03-27,"TH",2724
2019-03-28,"TH",2854
2019-03-29,"TH",2957
2019-03-30,"TH",2957
2019-03-31,"TH",2957
2019-04-01,"TH",2838
2019-04-02,"TH",2838
2019-04-03,"TH",2838
2019-04-04,"TH",2975
2019-04-05,"TH",2975
2019-04-06,"TH",2900
2019-04-07,"TH",2900
2019-04-08,"TH",2812
2019-04-09,"TH",2812
2019-04-10,"TH",2870
2019-04-11,"TH",2959
2019-04-12,"TH",2959
2019-04-13,"TH",2912
2019-04-14,"TH",2813
2019-04-15,"TH",2813
2019-04-16,"TH",2813
2019-04-17,"TH",2749
2019-04-18,"TH",2855
2019-04-19,"TH",2855
2019-04-20,"TH",2805
2019-04-21,"TH",2755
2019-04-22,"TH",2822
2019-04-23,"TH",2948
2019-04-24,"TH",2878
2019-04-25,"TH",2878
2019-04-26,"TH",2916
2019-04-27,"TH",2963
2019-04-28,"TH",2895
2019-04-29,"TH",3027
2019-04-30,"TH",2889
2019-05-01,"TH",2965
2019-05-02,"TH",2965
2019-05-03,"TH",3106
2019-05-04,"TH",3065
2019-05-05,"TH",2923
2019-05-06,"TH",3048
2019-05-07,"TH",3048
2019-05-08,"TH",2946
2019-05-09,"TH",3010
2019-05-10,"TH",2888
2019-05-11,"TH",2806
2019-05-12,"TH",2806
2019-05-13,"TH",2945
2019-05-14,"TH",2945
2019-05-15,"TH",3026
2019-05-16,"TH",3026
2019-05-17,"TH",2920
2019-05-18,"TH",2920
2019-05-19,"TH",3005
2019-05-20,"TH",3005
2019-05-21,"TH",3084
2019-05-22,"TH",2952
2019-05-23,"TH",2883
2019-05-24,"TH",2829
2019-05-25,"TH",2960
2019-05-26,"TH",2960
2019-05-27,"TH",3024
2019-05-28,"TH",3024
2019-05-29,"TH",3126
2019-05-30,"TH",3126
2019-05-31,"TH",3176
2019-06-01,"TH",3176
2019-06-02,"TH",3075
2019-06-03,"TH",3149
2019-06-04,"TH",3149
2019-06-05,"TH",3076
2019-06-06,"TH",3076
2019-06-07,"TH",3032
2019-06-08,"TH",3032
2019-06-09,"TH",3032
2019-06-10,"TH",3032
2019-06-11,"TH",3032
2019-06-12,"TH",3120
2019-06-13,"TH",3046
2019-06-14,"TH",2985
2019-06-15,"TH",2985
2019-06-16,"TH",2985
2019-06-17,"TH",2985
2019-06-18,"TH",2985
2019-06-19,"TH",2865
2019-06-20,"TH",2830
2019-06-21,"TH",2756
2019-06-22,"TH",2628
2019-06-23,"TH",2628
2019-06-24,"TH",2754
2019-06-25,"TH",2837
2019-06-26,"TH",2837
2019-06-27,"TH",2707
2019-06-28,"TH",2707
2019-06-29,"TH",2707
2019-06-30,"TH",2644
2019-07-01,"TH",2644
2019-07-02,"TH",2740
2019-07-03,"TH",2740
2019-07-04,"TH",2831
2019-07-05,"TH",2831
2019-07-06,"TH",2974
2019-07-07,"TH",2974
2019-07-08,"TH",3105
2019-07-09,"TH",3144
2019-07-10,"TH",3252
2019-07-11,"TH",3252
2019-07-12,"TH",3171
2019-07-13,"TH",3292
2019-07-14,"TH",3226
2019-07-15,"TH",3226
2019-07-16,"TH",3226
2019-07-17,"TH",3369
2019-07-18,"TH",3369
2019-07-19,"TH",3369
2019-07-20,"TH",3264
2019-07-21,"TH",3264
2019-07-22,"TH",3264
2019-07-23,"TH",3264
2019-07-24,"TH",3136
2019-07-25,"TH",3235
2019-07-26,"TH",3105
2019-07-27,"TH",3105
2019-07-28,"TH",2988
2019-07-29,"TH",2881
2019-07-30,"TH",2881
2019-07-31,"TH",2832
2019-08-01,"TH",2877
2019-08-02,"TH",2835
2019-08-03,"TH",2979
2019-08-04,"TH",3068
2019-08-05,"TH",3068
2019-08-06,"TH",3068
2019-08-07,"TH",2954
2019-08-08,"TH",2863
2019-08-09,"TH",2898
2019-08-10,"TH",2866
2019-08-11,"TH",2806
2019-08-12,"TH",2878
2019-08-13,"TH",2878
2019-08-14,"TH",2878
2019-08-15,"TH",2971
2019-08-16,"TH",2971
2019-08-17,"TH",2856
2019-08-18,"TH",2723
2019-08-19,"TH",2754
2019-08-20,"TH",2754
2019-08-21,"TH",2754
2019-08-22,"TH",2679
2019-08-23,"TH",2679
2019-08-24,"TH",2679
2019-08-25,"TH",2679
2019-08-26,"TH",2679
2019-08-27,"TH",2806
2019-08-28,"TH",2806
2019-08-29,"TH",2875
2019-08-30,"TH",2875
2019-08-31,"TH",2875
2019-09-01,"TH",2935
2019-09-02,"TH",2935
2019-09-03,"TH",2839
2019-09-04,"TH",2839
2019-09-05,"TH",2839
2019-09-06,"TH",2801
2017-01-01,"IT",1630
2017-01-02,"IT",1599
2017-01-03,"IT",1578
2017-01-04,"IT",1622
2017-01-05,"IT",1606
2017-01-06,"IT",1751
2017-01-07,"IT",1648
2017-01-08,"IT",1647
2017-01-09,"IT",1792
2017-01-10,"IT",1681
2017-01-11,"IT",1574
2017-01-12,"IT",1673
2017-01-13,"IT",1733
2017-01-14,"IT",1879
2017-01-15,"IT",1842
2017-01-16,"IT",1831
2017-01-17,"IT",1895
2017-01-18,"IT",1957
2017-01-19,"IT",1902
2017-01-20,"IT",2058
2017-01-21,"IT",2055
2017-01-22,"IT",2052
2017-01-23,"IT",2054
2017-01-24,"IT",2187
2017-01-25,"IT",2310
2017-01-26,"IT",2260
2017-01-27,"IT",2247
2017-01-28,"IT",2257
2017-01-29,"IT",2270
2017-01-30,"IT",2355
2017-01-31,"IT",2432
2017-02-01,"IT",2368
2017-02-02,"IT",2321
2017-02-03,"IT",2141
2017-02-04,"IT",2289
2017-02-05,"IT",2425
2017-02-06,"IT",2272
2017-02-07,"IT",2400
2017-02-08,"IT",2547
2017-02-09,"IT",2698
2017-02-10,"IT",2720
2017-02-11,"IT",2639
2017-02-12,"IT",2685
2017-02-13,"IT",2629
2017-02-14,"IT",2644
2017-02-15,"IT",2626
2017-02-16,"IT",2750
2017-02-17,"IT",2665
2017-02-18,"IT",2683
2017-02-19,"IT",2685
2017-02-20,"IT",2677
2017-02-21,"IT",2535
2017-02-22,"IT",2530
2017-02-23,"IT",2558
2017-02-24,"IT",2501
2017-02-25,"IT",2379
2017-02-26,"IT",2504
2017-02-27,"IT",2551
2017-02-28,"IT",2588
2017-03-01,"IT",2558
2017-03-02,"IT",2477
2017-03-03,"IT",2465
2017-03-04,"IT",2614
2017-03-05,"IT",2725
2017-03-06,"IT",2702
2017-03-07,"IT",2740
2017-03-08,"IT",2764
2017-03-09,"IT",2889
2017-03-10,"IT",2787
2017-03-11,"IT",2791
2017-03-12,"IT",2925
2017-03-13,"IT",2940
2017-03-14,"IT",2836
2017-03-15,"IT",2793
2017-03-16,"IT",2936
2017-03-17,"IT",2835
2017-03-18,"IT",2969
2017-03-19,"IT",2942
2017-03-20,"IT",2968
2017-03-21,"IT",3042
2017-03-22,"IT",2951
2017-03-23,"IT",3110
2017-03-24,"IT",2958
2017-03-25,"IT",3094
2017-03-26,"IT",2928
2017-03-27,"IT",2920
2017-03-28,"IT",2847
2017-03-29,"IT",2884
2017-03-30,"IT",2961
2017-03-31,"IT",2790
2017-04-01,"IT",2828
2017-04-02,"IT",2875
2017-04-03,"IT",2837
2017-04-04,"IT",2919
2017-04-05,"IT",2930
2017-04-06,"IT",3010
2017-04-07,"IT",3066
2017-04-08,"IT",3026
2017-04-09,"IT",3004
2017-04-10,"IT",3081
2017-04-11,"IT",3172
2017-04-12,"IT",3234
2017-04-13,"IT",3264
2017-04-14,"IT",3150
2017-04-15,"IT",2986
2017-04-16,"IT",3105
2017-04-17,"IT",3223
2017-04-18,"IT",3346
2017-04-19,"IT",3476
2017-04-20,"IT",3474
